Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created
LEAD_0711,Cold Call,West,Retail,Small,Sneha,8.0,9.0,24,Yes,Negative,0,0.0,2026-02-25
LEAD_0712,Cold Call,West,Healthcare,Enterprise,Amit,8.0,27.0,21,No,Negative,0,0.0,2024-06-22
LEAD_0713,Website,West,Technology,Medium,Neha,8.0,16.0,17,No,Negative,1,139342.1,2025-07-05
LEAD_0714,Email Campaign,East,Retail,Small,Amit,20.0,20.0,48,No,No Response,0,0.0,2025-03-27
LEAD_0715,Referral,South,Healthcare,Large,Vikram,2.0,3.0,41,Yes,No Response,0,0.0,2025-06-10
LEAD_0716,Cold Call,Central,Retail,Large,Sneha,15.0,27.0,35,No,Positive,1,116303.07,2024-11-22
LEAD_0717,Website,South,Technology,Enterprise,Rahul,5.0,12.0,97,Yes,Positive,1,124881.45,2024-05-14
LEAD_0718,Email Campaign,South,Technology,Enterprise,Priya,8.0,22.0,44,Yes,Negative,1,138851.29,2024-10-16
LEAD_0719,Email Campaign,East,Finance,Small,Rahul,5.0,30.0,146,Yes,Positive,0,0.0,2024-08-07
LEAD_0720,Referral,West,Technology,Medium,Neha,6.0,,69,No,No Response,1,68098.02,2025-10-18
LEAD_0721,Cold Call,West,Finance,Medium,Rahul,6.0,13.0,47,No,Positive,0,0.0,2026-03-15
LEAD_0722,Website,South,Education,Enterprise,Priya,11.0,18.0,176,No,Positive,0,0.0,2024-08-03
LEAD_0723,Cold Call,East,Retail,Medium,Neha,12.0,22.0,109,No,Positive,0,0.0,2024-11-22
LEAD_0724,LinkedIn,North,Healthcare,Medium,Sneha,11.0,19.0,172,Yes,Positive,0,0.0,2024-05-13
LEAD_0725,Email Campaign,West,Healthcare,Enterprise,Neha,11.0,4.0,144,Yes,No Response,0,0.0,2024-05-30
LEAD_0726,Cold Call,Central,Retail,Large,Sneha,4.0,2.0,82,No,Positive,0,0.0,2026-02-08
LEAD_0727,Website,North,Finance,Enterprise,Rahul,11.0,29.0,111,No,Negative,0,0.0,2024-12-16
LEAD_0728,Website,Central,Healthcare,Enterprise,Priya,10.0,23.0,126,Yes,No Response,0,0.0,2024-07-04
LEAD_0729,Referral,North,Finance,Medium,Amit,7.0,5.0,10,No,Negative,1,100325.82,2026-01-11
LEAD_0730,Referral,West,Technology,Enterprise,Amit,14.0,11.0,144,No,,0,0.0,2025-07-11
LEAD_0731,Cold Call,North,Healthcare,Small,Priya,9.0,5.0,44,No,No Response,0,0.0,2025-10-08
LEAD_0732,Email Campaign,North,Education,Medium,Sneha,2.0,7.0,128,Yes,Negative,1,89923.22,2025-06-07
LEAD_0733,LinkedIn,West,Healthcare,Small,Rahul,4.0,0.0,21,No,No Response,0,0.0,2024-06-26
LEAD_0734,Website,Central,Technology,Large,Amit,20.0,19.0,116,No,No Response,1,70838.05,2025-10-05
LEAD_0735,Email Campaign,South,Finance,Small,Neha,9.0,10.0,15,Yes,No Response,1,136497.36,2024-12-12
LEAD_0736,Referral,East,Finance,Medium,Sneha,2.0,0.0,54,Yes,Negative,1,60301.68,2024-10-07
LEAD_0737,Cold Call,North,Healthcare,Enterprise,Sneha,9.0,28.0,176,Yes,Negative,1,46315.7,2025-09-25
LEAD_0738,Email Campaign,South,Retail,Enterprise,Sneha,15.0,8.0,145,No,Positive,1,125647.67,2025-04-04
LEAD_0739,Email Campaign,South,Retail,Enterprise,Amit,1.0,16.0,88,No,No Response,1,122594.18,2025-06-28
LEAD_0740,Cold Call,West,Education,Small,Rahul,14.0,13.0,21,No,Negative,0,0.0,2025-03-08
LEAD_0741,Cold Call,East,Finance,Enterprise,Rahul,18.0,1.0,142,Yes,Positive,0,0.0,2026-03-06
LEAD_0742,Email Campaign,West,Retail,Small,Sneha,18.0,26.0,65,No,Negative,0,0.0,2026-01-29
LEAD_0743,Email Campaign,North,Technology,Enterprise,Priya,5.0,26.0,101,Yes,Positive,0,0.0,2024-07-29
LEAD_0744,Website,East,Education,Enterprise,Neha,14.0,19.0,68,No,Positive,0,0.0,2024-06-10
LEAD_0745,LinkedIn,Central,Healthcare,Small,Sneha,17.0,0.0,2,No,Positive,0,0.0,2025-06-23
LEAD_0746,Referral,West,Retail,Enterprise,Rahul,19.0,26.0,158,No,No Response,0,0.0,2024-12-14
LEAD_0747,Referral,East,Technology,Medium,Priya,0.0,6.0,29,Yes,No Response,1,105092.54,2024-11-28
LEAD_0748,Cold Call,West,Finance,Medium,Sneha,20.0,27.0,138,Yes,Positive,1,129556.74,2025-12-11
LEAD_0749,Referral,South,Retail,Enterprise,Amit,3.0,5.0,40,No,Negative,0,0.0,2024-05-28
LEAD_0750,Referral,Central,Finance,Medium,Rahul,,26.0,101,Yes,Negative,0,0.0,2025-11-03
LEAD_0751,Referral,West,Retail,Large,Amit,15.0,12.0,125,No,Positive,0,0.0,2025-11-14
LEAD_0752,Referral,Central,Healthcare,Small,Rahul,20.0,13.0,122,Yes,Negative,1,81604.78,2025-09-10
LEAD_0753,Website,West,Retail,Small,Priya,9.0,23.0,50,No,Negative,0,0.0,2025-08-24
LEAD_0754,Email Campaign,South,Education,Large,Vikram,14.0,4.0,76,No,Negative,0,0.0,2024-09-27
LEAD_0755,Website,West,Finance,Medium,Rahul,2.0,21.0,124,Yes,Positive,1,102600.56,2025-03-13
LEAD_0756,Email Campaign,West,Technology,Enterprise,Sneha,9.0,7.0,54,Yes,Positive,0,0.0,2024-10-24
LEAD_0757,Website,East,Finance,Medium,Vikram,1.0,25.0,17,No,Negative,0,0.0,2024-12-09
LEAD_0758,Cold Call,North,Education,Medium,Sneha,8.0,10.0,91,Yes,No Response,0,0.0,2024-07-04
LEAD_0759,Cold Call,Central,Education,Small,Neha,1.0,29.0,113,No,Positive,0,0.0,2026-01-26
LEAD_0760,Email Campaign,North,Education,Small,Vikram,3.0,,162,Yes,Positive,1,118339.6,2024-08-04
LEAD_0761,Website,West,Education,Enterprise,Neha,3.0,4.0,166,No,Negative,1,27769.72,2024-09-05
LEAD_0762,Cold Call,West,Retail,Small,Priya,15.0,10.0,74,Yes,Positive,1,22832.6,2025-09-09
LEAD_0763,Referral,East,Finance,Medium,Vikram,13.0,25.0,59,Yes,Negative,0,0.0,2024-12-29
LEAD_0764,Referral,West,Education,Large,Amit,14.0,4.0,3,Yes,Positive,0,0.0,2025-04-12
LEAD_0765,Referral,South,Retail,Small,Sneha,1.0,21.0,165,Yes,No Response,0,0.0,2025-03-31
LEAD_0766,Email Campaign,East,Retail,Enterprise,Neha,17.0,27.0,78,No,Negative,0,0.0,2025-03-02
LEAD_0767,Website,Central,Education,Medium,Neha,12.0,14.0,165,Yes,No Response,0,0.0,2025-09-03
LEAD_0768,Email Campaign,West,Healthcare,Enterprise,Priya,9.0,2.0,10,No,Negative,0,0.0,2025-01-21
LEAD_0769,Cold Call,Central,Education,Large,Priya,2.0,16.0,142,No,No Response,1,112307.57,2025-02-06
LEAD_0770,Cold Call,North,Technology,Large,Priya,9.0,23.0,109,Yes,No Response,0,0.0,2025-07-29
LEAD_0771,Website,East,Education,Large,Amit,1.0,24.0,167,Yes,Negative,0,0.0,2024-09-20
LEAD_0772,LinkedIn,West,Healthcare,Medium,Neha,18.0,18.0,161,Yes,Negative,0,0.0,2025-05-18
LEAD_0773,Email Campaign,South,Retail,Medium,Amit,10.0,16.0,150,Yes,Negative,0,0.0,2025-04-25
LEAD_0774,Cold Call,West,Retail,Small,Amit,1.0,13.0,34,No,Positive,0,0.0,2026-03-05
LEAD_0775,Website,Central,Retail,Enterprise,Rahul,18.0,15.0,163,No,Negative,0,0.0,2025-07-29
LEAD_0776,Referral,South,Finance,Medium,Sneha,14.0,4.0,132,Yes,No Response,1,142433.9,2025-01-13
LEAD_0777,Referral,North,Finance,Large,Amit,19.0,27.0,105,Yes,,0,0.0,2024-11-14
LEAD_0778,Website,North,Education,Medium,Amit,11.0,9.0,96,No,Negative,0,0.0,2024-08-15
LEAD_0779,Cold Call,South,Education,Enterprise,Amit,9.0,28.0,73,Yes,Positive,0,0.0,2025-09-22
LEAD_0780,LinkedIn,Central,Healthcare,Small,Amit,13.0,15.0,147,No,No Response,1,75875.08,2024-11-18
LEAD_0781,Website,West,Retail,Medium,Priya,16.0,20.0,118,No,No Response,0,0.0,2024-12-23
LEAD_0782,Website,North,Education,Enterprise,Sneha,7.0,28.0,102,No,No Response,0,0.0,2024-08-03
LEAD_0783,Referral,East,Technology,Medium,Neha,0.0,18.0,162,No,No Response,0,0.0,2025-11-07
LEAD_0784,Email Campaign,North,Finance,Small,Vikram,16.0,6.0,122,Yes,Positive,0,0.0,2025-09-27
LEAD_0785,LinkedIn,East,Finance,Medium,Neha,18.0,14.0,22,No,Negative,1,82119.62,2026-01-06
LEAD_0786,Referral,North,Healthcare,Enterprise,Priya,13.0,0.0,136,No,Negative,0,0.0,2025-12-25
LEAD_0787,LinkedIn,North,Education,Medium,Rahul,,5.0,66,Yes,Positive,0,0.0,2025-05-10
LEAD_0788,Referral,South,Technology,Large,Priya,0.0,22.0,15,No,Negative,0,0.0,2025-02-19
LEAD_0789,Cold Call,West,Healthcare,Large,Sneha,3.0,1.0,52,Yes,No Response,0,0.0,2026-04-18
LEAD_0790,Referral,Central,Education,Enterprise,Amit,8.0,1.0,82,No,No Response,0,0.0,2024-10-22
LEAD_0791,Referral,North,Retail,Medium,Amit,8.0,17.0,151,Yes,Positive,0,0.0,2024-08-14
LEAD_0792,Cold Call,East,Education,Enterprise,Sneha,2.0,27.0,163,Yes,Positive,1,99474.88,2026-01-19
LEAD_0793,Cold Call,South,Education,Enterprise,Vikram,14.0,,1,No,No Response,0,0.0,2025-01-07
LEAD_0794,Cold Call,North,Technology,Enterprise,Rahul,19.0,8.0,175,No,Negative,0,0.0,2025-07-26
LEAD_0795,Email Campaign,East,Technology,Medium,Neha,17.0,18.0,18,No,Positive,1,35849.35,2025-11-21
LEAD_0796,LinkedIn,South,Education,Large,Sneha,6.0,19.0,130,No,No Response,0,0.0,2025-03-23
LEAD_0797,Referral,East,Finance,Large,Rahul,6.0,14.0,154,No,Positive,1,97099.63,2025-01-28
LEAD_0798,LinkedIn,Central,Retail,Small,Amit,5.0,13.0,143,No,Negative,1,24390.23,2024-11-10
LEAD_0799,LinkedIn,Central,Technology,Enterprise,Neha,3.0,11.0,97,No,Negative,0,0.0,2026-03-19
LEAD_0800,LinkedIn,North,Retail,Large,Priya,14.0,0.0,57,Yes,Negative,0,0.0,2026-04-04
LEAD_0801,Cold Call,North,Education,Large,Neha,7.0,7.0,127,No,Positive,1,107833.68,2025-04-25
LEAD_0802,Email Campaign,South,Technology,Medium,Neha,12.0,3.0,72,No,Positive,0,0.0,2024-12-08
LEAD_0803,Email Campaign,Central,Education,Medium,Amit,18.0,4.0,17,Yes,Negative,0,0.0,2026-02-24
LEAD_0804,Email Campaign,East,Finance,Small,Neha,17.0,19.0,65,No,Positive,1,129044.45,2025-07-13
LEAD_0805,LinkedIn,East,Retail,Enterprise,Rahul,3.0,21.0,133,No,Negative,1,97940.11,2024-08-14
LEAD_0806,LinkedIn,South,Technology,Large,Sneha,17.0,14.0,81,Yes,Negative,0,0.0,2024-06-25
LEAD_0807,LinkedIn,Central,Technology,Medium,Neha,13.0,30.0,20,Yes,Positive,0,0.0,2024-09-27
LEAD_0808,Website,North,Technology,Small,Sneha,13.0,25.0,7,No,Negative,0,0.0,2025-10-30
LEAD_0809,Referral,South,Healthcare,Small,Rahul,16.0,25.0,61,Yes,,0,0.0,2026-02-26
LEAD_0810,LinkedIn,West,Education,Small,Amit,1.0,29.0,9,No,Negative,0,0.0,2024-07-06
LEAD_0811,Cold Call,North,Retail,Small,Rahul,19.0,20.0,111,Yes,Positive,1,105537.73,2024-10-03
LEAD_0812,Website,West,Retail,Small,Vikram,13.0,7.0,154,Yes,Negative,1,86092.42,2025-12-08
LEAD_0813,Referral,Central,Education,Small,Rahul,20.0,30.0,173,Yes,Negative,0,0.0,2025-12-15
LEAD_0814,Email Campaign,South,Technology,Small,Amit,19.0,22.0,18,Yes,No Response,0,0.0,2025-01-12
LEAD_0815,Email Campaign,East,Healthcare,Enterprise,Sneha,19.0,14.0,48,Yes,Positive,0,0.0,2024-08-07
LEAD_0816,Website,Central,Retail,Large,Rahul,18.0,28.0,139,Yes,Positive,1,13771.22,2024-09-03
LEAD_0817,Email Campaign,East,Healthcare,Large,Amit,16.0,18.0,169,Yes,Positive,0,0.0,2025-01-16
LEAD_0818,Email Campaign,North,Retail,Large,Priya,6.0,20.0,52,Yes,Negative,0,0.0,2025-10-06
LEAD_0819,Referral,West,Education,Large,Vikram,18.0,30.0,86,No,Negative,0,0.0,2025-05-18
LEAD_0820,LinkedIn,West,Technology,Enterprise,Priya,0.0,20.0,58,Yes,Negative,0,0.0,2024-12-08
LEAD_0821,Cold Call,West,Healthcare,Enterprise,Priya,12.0,5.0,2,No,Positive,0,0.0,2024-06-12
LEAD_0822,LinkedIn,Central,Technology,Medium,Rahul,14.0,6.0,162,No,Positive,0,0.0,2025-01-25
LEAD_0823,Website,South,Finance,Large,Neha,5.0,10.0,142,Yes,Positive,1,33872.82,2025-06-20
LEAD_0824,Cold Call,East,Technology,Small,Neha,4.0,12.0,168,Yes,Negative,0,0.0,2024-12-27
LEAD_0825,Cold Call,East,Healthcare,Medium,Vikram,19.0,28.0,112,Yes,Positive,1,49235.49,2025-10-04
LEAD_0826,Cold Call,South,Finance,Enterprise,Neha,11.0,10.0,154,No,No Response,0,0.0,2026-01-02
LEAD_0827,LinkedIn,Central,Education,Medium,Vikram,9.0,25.0,39,No,Positive,0,0.0,2025-09-23
LEAD_0828,Website,South,Education,Enterprise,Priya,2.0,25.0,121,Yes,,0,0.0,2026-02-17
LEAD_0829,Email Campaign,East,Retail,Enterprise,Priya,10.0,22.0,96,No,No Response,0,0.0,2025-09-10
LEAD_0830,Email Campaign,West,Education,Small,Priya,7.0,28.0,52,No,Positive,1,73694.93,2025-03-18
LEAD_0831,Website,West,Retail,Medium,Rahul,8.0,17.0,22,Yes,Positive,0,0.0,2024-07-19
LEAD_0832,Email Campaign,East,Finance,Small,Sneha,16.0,19.0,87,No,Negative,0,0.0,2025-06-22
LEAD_0833,Referral,East,Retail,Large,Rahul,12.0,0.0,46,No,Positive,0,0.0,2024-06-25
LEAD_0834,LinkedIn,East,Technology,Large,Vikram,16.0,17.0,165,Yes,Negative,0,0.0,2024-08-07
LEAD_0835,LinkedIn,East,Technology,Medium,Rahul,6.0,21.0,85,No,Negative,1,19269.32,2024-12-05
LEAD_0836,Website,South,Education,Medium,Neha,17.0,29.0,67,Yes,Negative,1,116430.01,2025-11-30
LEAD_0837,Website,West,Retail,Small,Sneha,20.0,16.0,39,No,Positive,0,0.0,2025-06-18
LEAD_0838,Cold Call,West,Finance,Enterprise,Neha,,10.0,22,No,Positive,0,0.0,2026-02-22
LEAD_0839,Referral,South,Retail,Enterprise,Vikram,0.0,11.0,36,Yes,Negative,0,0.0,2025-04-25
LEAD_0840,Website,East,Finance,Enterprise,Sneha,12.0,24.0,177,No,Negative,1,6403.77,2025-10-17
LEAD_0841,Email Campaign,North,Finance,Medium,Rahul,18.0,20.0,155,No,Negative,0,0.0,2024-05-20
LEAD_0842,Referral,North,Education,Enterprise,Priya,15.0,3.0,85,No,No Response,0,0.0,2025-05-31
LEAD_0843,LinkedIn,Central,Finance,Small,Neha,19.0,15.0,7,Yes,Positive,1,18520.02,2025-08-07
LEAD_0844,Referral,East,Finance,Medium,Rahul,16.0,2.0,117,Yes,Negative,0,0.0,2025-11-08
LEAD_0845,Cold Call,East,Retail,Enterprise,Priya,3.0,4.0,138,No,Negative,0,0.0,2024-05-22
LEAD_0846,Cold Call,South,Finance,Large,Sneha,15.0,5.0,155,No,No Response,1,61403.97,2025-03-26
LEAD_0847,Referral,East,Finance,Small,Priya,14.0,2.0,103,Yes,No Response,0,0.0,2024-06-25
LEAD_0848,Email Campaign,West,Retail,Enterprise,Vikram,1.0,23.0,24,No,No Response,0,0.0,2026-01-04
LEAD_0849,Website,West,Education,Medium,Sneha,7.0,5.0,159,No,Negative,1,71164.46,2026-01-24
LEAD_0850,Cold Call,Central,Technology,Enterprise,Neha,1.0,7.0,41,No,No Response,0,0.0,2024-05-14
LEAD_0851,LinkedIn,South,Retail,Enterprise,Vikram,3.0,11.0,20,Yes,No Response,0,0.0,2026-03-05
LEAD_0852,Referral,South,Healthcare,Medium,Vikram,1.0,14.0,7,Yes,No Response,1,52271.9,2026-02-17
LEAD_0853,Referral,East,Retail,Medium,Sneha,1.0,0.0,65,Yes,No Response,1,113711.74,2024-08-01
LEAD_0854,Referral,West,Retail,Small,Amit,17.0,21.0,63,No,Positive,1,52431.0,2026-02-24
LEAD_0855,Website,South,Finance,Small,Vikram,3.0,5.0,76,Yes,No Response,0,0.0,2024-05-09
LEAD_0856,LinkedIn,East,Finance,Enterprise,Rahul,5.0,6.0,9,Yes,Negative,1,29425.74,2025-10-10
LEAD_0857,Email Campaign,North,Retail,Large,Sneha,1.0,19.0,2,Yes,Negative,1,126292.67,2026-02-27
LEAD_0858,Website,South,Finance,Small,Amit,13.0,0.0,4,No,Positive,1,139678.98,2025-12-26
LEAD_0859,LinkedIn,South,Finance,Small,Sneha,16.0,3.0,84,No,No Response,1,14159.87,2024-05-17
LEAD_0860,Email Campaign,South,Education,Enterprise,Sneha,3.0,7.0,55,Yes,Negative,0,0.0,2024-09-10
LEAD_0861,LinkedIn,West,Healthcare,Small,Sneha,6.0,14.0,57,Yes,No Response,0,0.0,2025-11-08
LEAD_0862,Website,North,Technology,Medium,Sneha,9.0,24.0,154,No,Positive,1,99242.02,2025-08-03
LEAD_0863,Email Campaign,South,Healthcare,Small,Vikram,10.0,20.0,179,No,No Response,1,119732.67,2024-07-31
LEAD_0864,Cold Call,East,Finance,Large,Neha,15.0,2.0,86,Yes,No Response,1,116853.93,2024-08-30
LEAD_0865,Email Campaign,South,Education,Small,Priya,0.0,19.0,32,No,Positive,1,70092.18,2025-04-21
LEAD_0866,Email Campaign,North,Technology,Medium,Rahul,15.0,9.0,52,Yes,Negative,1,114800.63,2024-05-20
LEAD_0867,LinkedIn,South,Education,Enterprise,Neha,10.0,4.0,72,No,No Response,0,0.0,2025-01-17
LEAD_0868,Referral,East,Technology,Medium,Neha,10.0,10.0,63,Yes,No Response,1,10743.08,2025-01-21
LEAD_0869,Cold Call,South,Education,Enterprise,Vikram,10.0,5.0,114,Yes,Positive,0,0.0,2025-07-23
LEAD_0870,Cold Call,North,Finance,Medium,Priya,2.0,5.0,152,Yes,Positive,1,15147.81,2024-10-06
LEAD_0871,Referral,West,Healthcare,Medium,Neha,6.0,7.0,109,Yes,No Response,0,0.0,2025-02-22
LEAD_0872,Website,Central,Retail,Medium,Rahul,15.0,2.0,93,No,Negative,0,0.0,2024-08-12
LEAD_0873,Referral,West,Education,Enterprise,Priya,15.0,0.0,98,No,Positive,0,0.0,2024-09-02
LEAD_0874,Email Campaign,Central,Finance,Medium,Rahul,12.0,14.0,79,No,Negative,1,138622.21,2024-07-04
LEAD_0875,Email Campaign,West,Technology,Large,Priya,,6.0,40,Yes,Positive,0,0.0,2025-04-03
LEAD_0876,Email Campaign,East,Retail,Enterprise,Sneha,12.0,23.0,96,No,Negative,0,0.0,2024-09-21
LEAD_0877,Email Campaign,North,Retail,Small,Amit,12.0,29.0,145,Yes,Positive,0,0.0,2026-04-24
LEAD_0878,Website,Central,Retail,Large,Neha,1.0,20.0,99,No,No Response,1,143779.05,2025-07-03
LEAD_0879,Referral,North,Healthcare,Small,Neha,20.0,4.0,67,No,No Response,0,0.0,2026-02-08
LEAD_0880,Cold Call,Central,Education,Medium,Amit,3.0,24.0,24,No,Negative,0,0.0,2024-06-21
LEAD_0881,LinkedIn,Central,Finance,Enterprise,Priya,13.0,8.0,178,No,No Response,1,146251.11,2024-12-09
LEAD_0882,Referral,Central,Healthcare,Enterprise,Neha,2.0,3.0,163,No,Positive,1,100480.48,2024-07-10
LEAD_0883,Cold Call,West,Healthcare,Small,Priya,15.0,0.0,25,Yes,No Response,0,0.0,2024-11-05
LEAD_0884,Referral,East,Retail,Medium,Priya,11.0,5.0,35,Yes,Negative,0,0.0,2025-05-05
LEAD_0885,LinkedIn,West,Education,Medium,Priya,6.0,1.0,47,Yes,Negative,0,0.0,2024-10-17
LEAD_0886,Referral,Central,Technology,Medium,Amit,9.0,2.0,97,Yes,Negative,1,131384.25,2024-08-19
LEAD_0887,LinkedIn,Central,Finance,Enterprise,Sneha,3.0,0.0,16,No,Positive,0,0.0,2026-03-27
LEAD_0888,LinkedIn,North,Finance,Small,Sneha,19.0,16.0,69,No,Negative,1,119435.04,2024-10-21
LEAD_0889,Website,East,Healthcare,Large,Priya,11.0,21.0,103,No,,1,92633.87,2025-09-18
LEAD_0890,Website,East,Technology,Small,Sneha,12.0,23.0,36,Yes,No Response,0,0.0,2026-04-26
LEAD_0891,Email Campaign,East,Finance,Large,Sneha,19.0,21.0,169,No,No Response,0,0.0,2026-01-20
LEAD_0892,Cold Call,North,Healthcare,Small,Neha,11.0,27.0,12,No,No Response,0,0.0,2025-07-30
LEAD_0893,Email Campaign,West,Retail,Small,Rahul,13.0,30.0,122,Yes,No Response,0,0.0,2024-10-21
LEAD_0894,Email Campaign,South,Finance,Small,Priya,15.0,25.0,23,No,No Response,0,0.0,2024-10-28
LEAD_0895,Referral,South,Retail,Small,Sneha,17.0,7.0,63,Yes,,1,148146.84,2025-12-15
LEAD_0896,LinkedIn,North,Retail,Small,Priya,,28.0,99,No,Positive,1,100663.04,2025-12-28
LEAD_0897,LinkedIn,South,Education,Enterprise,Amit,10.0,27.0,58,Yes,No Response,1,101560.24,2025-12-10
LEAD_0898,Referral,Central,Retail,Medium,Priya,8.0,3.0,75,Yes,Positive,0,0.0,2026-02-14
LEAD_0899,Email Campaign,South,Technology,Large,Priya,10.0,30.0,98,Yes,Negative,0,0.0,2024-07-31
LEAD_0900,Email Campaign,South,Retail,Enterprise,Rahul,11.0,25.0,174,Yes,No Response,0,0.0,2025-10-30
LEAD_0901,LinkedIn,West,Technology,Enterprise,Rahul,4.0,26.0,76,Yes,Negative,1,90662.52,2024-12-30
LEAD_0902,Website,South,Technology,Large,Rahul,16.0,22.0,32,No,No Response,1,26376.68,2026-01-09
LEAD_0903,Cold Call,West,Healthcare,Enterprise,Amit,10.0,4.0,54,Yes,No Response,0,0.0,2025-06-25
LEAD_0904,Cold Call,West,Retail,Large,Neha,5.0,0.0,141,No,Negative,1,138857.89,2025-10-30
LEAD_0905,Referral,East,Retail,Enterprise,Amit,16.0,23.0,73,No,No Response,0,0.0,2025-08-18
LEAD_0906,Email Campaign,West,Technology,Medium,Rahul,18.0,27.0,14,No,Negative,1,106660.76,2025-03-24
LEAD_0907,Referral,West,Healthcare,Medium,Priya,6.0,25.0,51,Yes,Negative,1,88687.82,2024-06-12
LEAD_0908,Cold Call,West,Retail,Medium,Amit,3.0,11.0,122,Yes,Positive,1,88473.9,2024-12-19
LEAD_0909,Email Campaign,East,Education,Enterprise,Priya,20.0,23.0,104,Yes,Positive,0,0.0,2026-05-01
LEAD_0910,Referral,West,Healthcare,Medium,Neha,12.0,24.0,178,Yes,Negative,0,0.0,2025-09-11
LEAD_0911,Website,West,Healthcare,Small,Amit,3.0,2.0,32,No,No Response,1,99295.09,2024-08-29
LEAD_0912,LinkedIn,Central,Education,Enterprise,Rahul,3.0,25.0,152,Yes,Negative,1,78913.53,2025-10-11
LEAD_0913,Referral,East,Education,Medium,Amit,10.0,2.0,138,Yes,Negative,0,0.0,2026-01-19
LEAD_0914,Email Campaign,Central,Education,Enterprise,Amit,16.0,26.0,150,Yes,Positive,1,7863.23,2026-05-02
LEAD_0915,Cold Call,Central,Finance,Small,Vikram,14.0,25.0,81,Yes,Positive,1,135152.33,2025-02-19
LEAD_0916,Cold Call,South,Technology,Large,Amit,2.0,3.0,130,No,Negative,0,0.0,2025-12-02
LEAD_0917,LinkedIn,South,Healthcare,Small,Vikram,9.0,21.0,137,No,Positive,1,29882.46,2025-07-25
LEAD_0918,Website,Central,Healthcare,Medium,Neha,3.0,21.0,12,Yes,Positive,0,0.0,2025-07-09
LEAD_0919,Website,South,Finance,Medium,Vikram,11.0,8.0,33,No,Positive,0,0.0,2024-12-03
LEAD_0920,Website,West,Finance,Enterprise,Sneha,2.0,30.0,66,No,No Response,0,0.0,2025-08-25
LEAD_0921,Cold Call,North,Healthcare,Medium,Neha,11.0,18.0,169,Yes,Negative,0,0.0,2026-05-01
LEAD_0922,Referral,West,Technology,Medium,Amit,,3.0,137,Yes,No Response,1,50872.25,2024-06-11
LEAD_0923,LinkedIn,East,Technology,Large,Rahul,8.0,4.0,58,No,Positive,0,0.0,2024-05-28
LEAD_0924,Cold Call,West,Technology,Small,Priya,16.0,23.0,79,No,Positive,0,0.0,2025-11-01
LEAD_0925,Email Campaign,East,Education,Large,Vikram,3.0,28.0,13,Yes,Negative,0,0.0,2025-08-04
LEAD_0926,Website,Central,Education,Enterprise,Sneha,18.0,4.0,67,Yes,No Response,1,61486.68,2025-12-16
LEAD_0927,Cold Call,South,Finance,Enterprise,Vikram,8.0,1.0,164,No,No Response,0,0.0,2024-10-14
LEAD_0928,Referral,West,Finance,Enterprise,Rahul,14.0,16.0,74,No,Negative,1,103341.21,2025-01-17
LEAD_0929,Cold Call,East,Technology,Large,Sneha,10.0,27.0,24,Yes,Positive,0,0.0,2025-03-16
LEAD_0930,Cold Call,Central,Technology,Small,Neha,9.0,17.0,127,Yes,Negative,1,142005.71,2024-07-07
LEAD_0931,Cold Call,West,Retail,Small,Sneha,0.0,19.0,49,Yes,No Response,1,140204.01,2024-07-14
LEAD_0932,Email Campaign,East,Finance,Small,Vikram,14.0,30.0,44,Yes,Positive,0,0.0,2026-02-14
LEAD_0933,Cold Call,Central,Healthcare,Small,Sneha,15.0,12.0,44,No,Positive,0,0.0,2024-06-16
LEAD_0934,Cold Call,Central,Technology,Large,Rahul,15.0,9.0,68,Yes,Positive,0,0.0,2026-01-04
LEAD_0935,Cold Call,East,Education,Small,Sneha,19.0,27.0,125,Yes,Negative,1,87482.08,2024-10-28
LEAD_0936,Referral,East,Healthcare,Large,Amit,0.0,11.0,48,No,Negative,0,0.0,2025-02-12
LEAD_0937,Referral,West,Finance,Small,Vikram,16.0,28.0,40,No,Positive,0,0.0,2025-03-05
LEAD_0938,Website,South,Retail,Enterprise,Rahul,9.0,11.0,110,Yes,No Response,1,6002.02,2025-12-10
LEAD_0939,Referral,West,Finance,Medium,Rahul,13.0,0.0,92,Yes,Positive,1,20760.77,2025-02-03
LEAD_0940,LinkedIn,South,Retail,Enterprise,Neha,,28.0,9,Yes,No Response,0,0.0,2024-09-22
LEAD_0941,Referral,East,Technology,Enterprise,Sneha,17.0,15.0,175,Yes,Negative,0,0.0,2025-11-21
LEAD_0942,Referral,Central,Retail,Medium,Amit,3.0,25.0,6,Yes,Positive,1,118148.94,2024-07-27
LEAD_0943,LinkedIn,South,Technology,Large,Sneha,19.0,23.0,3,No,Negative,0,0.0,2024-12-28
LEAD_0944,Referral,North,Retail,Medium,Vikram,4.0,23.0,131,Yes,Positive,0,0.0,2025-03-18
LEAD_0945,LinkedIn,East,Finance,Enterprise,Priya,,22.0,27,Yes,Positive,0,0.0,2025-03-30
LEAD_0946,Cold Call,South,Technology,Medium,Sneha,1.0,8.0,50,Yes,Negative,1,90723.45,2024-10-12
LEAD_0947,Cold Call,North,Technology,Enterprise,Sneha,16.0,9.0,180,Yes,Positive,0,0.0,2024-06-24
