Lead_ID,Lead_Source,Region,Industry,Company_Size,Sales_Agent,Number_of_Calls,Number_of_Emails,Last_Interaction_Days,Contacted,Response,Converted,Deal_Value,Date_Created,Engagement_Score,Recency,Lead_Age_Days
LEAD_0604,LinkedIn,East,Healthcare,Medium,Sneha,2.0,15.0,52,No,Positive,0,0.0,2025-04-15,26.5,Warm,386
LEAD_0605,LinkedIn,South,Education,Enterprise,Priya,19.0,20.0,28,No,No Response,0,0.0,2025-03-21,68.0,Hot,411
LEAD_0606,LinkedIn,North,Technology,Large,Sneha,0.0,28.0,128,Yes,No Response,0,0.0,2024-08-01,42.0,Cold,643
LEAD_0607,LinkedIn,West,Healthcare,Medium,Neha,10.0,28.0,101,Yes,No Response,0,0.0,2025-01-11,62.0,Cold,480
LEAD_0608,Referral,West,Retail,Small,Vikram,7.0,0.0,99,No,Positive,1,116793.64,2024-09-21,14.0,Cold,592
LEAD_0609,Website,East,Healthcare,Enterprise,Amit,20.0,30.0,166,Yes,Negative,0,0.0,2024-07-06,85.0,Cold,669
LEAD_0610,Website,North,Retail,Large,Neha,6.0,5.0,142,Yes,Negative,0,0.0,2025-10-18,19.5,Cold,200
LEAD_0611,Referral,North,Healthcare,Enterprise,Amit,20.0,14.0,49,Yes,Positive,1,48336.2,2025-05-24,61.0,Warm,347
LEAD_0612,Email Campaign,South,Retail,Enterprise,Amit,17.0,20.0,79,No,No Response,0,0.0,2025-08-10,64.0,Warm,269
LEAD_0613,LinkedIn,North,Healthcare,Small,Rahul,1.0,12.0,31,Yes,No Response,1,122707.82,2024-09-21,20.0,Warm,592
LEAD_0614,Email Campaign,South,Education,Medium,Amit,1.0,23.0,37,No,No Response,1,71463.7,2025-11-20,36.5,Warm,167
LEAD_0615,Email Campaign,North,Finance,Medium,Amit,5.0,20.0,13,No,Positive,0,0.0,2026-02-15,40.0,Hot,80
LEAD_0616,Cold Call,Central,Technology,Small,Amit,15.0,0.0,158,Yes,Positive,0,0.0,2025-02-19,30.0,Cold,441
LEAD_0617,Referral,East,Technology,Medium,Rahul,6.0,24.0,12,Yes,Negative,1,66800.66,2025-09-21,48.0,Hot,227
LEAD_0618,Website,South,Retail,Medium,Neha,11.0,17.0,43,No,Positive,0,0.0,2024-08-15,47.5,Warm,629
LEAD_0619,LinkedIn,Central,Retail,Medium,Amit,15.0,0.0,2,Yes,Positive,1,10901.34,2025-05-04,30.0,Hot,367
LEAD_0620,Email Campaign,East,Retail,Enterprise,Neha,4.0,6.0,37,No,No Response,1,107477.48,2024-09-26,17.0,Warm,587
LEAD_0621,Cold Call,South,Education,Small,Vikram,5.0,22.0,128,Yes,No Response,0,0.0,2025-01-24,43.0,Cold,467
LEAD_0622,Referral,North,Education,Medium,Priya,3.0,16.0,25,No,No Response,1,48673.97,2026-02-19,30.0,Hot,76
LEAD_0623,Referral,South,Healthcare,Small,Priya,3.0,25.0,39,No,Negative,0,0.0,2024-06-07,43.5,Warm,698
LEAD_0624,LinkedIn,North,Healthcare,Large,Priya,13.0,8.0,86,No,Positive,0,0.0,2025-01-12,38.0,Warm,479
LEAD_0625,LinkedIn,Central,Finance,Medium,Amit,15.0,16.0,30,Yes,Positive,0,0.0,2024-06-11,54.0,Hot,694
LEAD_0626,Website,West,Finance,Large,Priya,3.0,10.0,59,Yes,Positive,1,90942.47,2025-09-05,21.0,Warm,243
LEAD_0627,Referral,South,Technology,Enterprise,Vikram,15.0,1.0,112,Yes,Positive,1,131133.51,2024-12-12,31.5,Cold,510
LEAD_0628,Referral,East,Finance,Enterprise,Neha,6.0,20.0,92,No,Positive,1,70973.68,2024-08-30,42.0,Cold,614
LEAD_0629,LinkedIn,Central,Technology,Large,Priya,3.0,27.0,120,No,Negative,0,0.0,2024-11-05,46.5,Cold,547
LEAD_0630,Website,South,Healthcare,Medium,Neha,19.0,28.0,44,Yes,Positive,0,0.0,2025-08-30,80.0,Warm,249
LEAD_0631,Email Campaign,West,Finance,Enterprise,Sneha,8.0,0.0,110,Yes,Positive,0,0.0,2026-02-02,16.0,Cold,93
LEAD_0632,Email Campaign,South,Education,Medium,Vikram,0.0,13.0,12,Yes,Negative,0,0.0,2025-06-24,19.5,Hot,316
LEAD_0633,Referral,Central,Retail,Enterprise,Neha,3.0,14.0,127,Yes,Positive,1,78111.37,2024-06-09,27.0,Cold,696
LEAD_0634,LinkedIn,West,Finance,Medium,Rahul,9.0,7.0,166,Yes,Positive,0,0.0,2025-02-02,28.5,Cold,458
LEAD_0635,Website,South,Retail,Small,Sneha,14.0,24.0,36,No,Positive,0,0.0,2024-06-25,64.0,Warm,680
LEAD_0636,Referral,North,Technology,Enterprise,Neha,10.0,16.0,9,No,Negative,1,58710.97,2025-02-20,44.0,Hot,440
LEAD_0637,Email Campaign,Central,Education,Medium,Neha,2.0,19.0,86,Yes,No Response,1,106217.97,2024-06-16,32.5,Warm,689
LEAD_0638,LinkedIn,North,Retail,Large,Sneha,19.0,1.0,94,No,Positive,1,102824.68,2025-01-25,39.5,Cold,466
LEAD_0639,LinkedIn,Central,Finance,Medium,Rahul,7.0,17.0,30,No,No Response,0,0.0,2025-05-24,39.5,Hot,347
LEAD_0640,Cold Call,South,Healthcare,Large,Rahul,16.0,21.0,109,No,Positive,1,89117.31,2024-05-30,63.5,Cold,706
LEAD_0641,Website,West,Retail,Small,Sneha,17.0,21.0,137,No,Negative,0,0.0,2024-11-24,65.5,Cold,528
LEAD_0642,LinkedIn,South,Retail,Small,Amit,12.0,28.0,46,No,Positive,0,0.0,2025-11-03,66.0,Warm,184
LEAD_0643,Website,North,Finance,Enterprise,Priya,6.0,16.0,161,Yes,Negative,0,0.0,2025-05-13,36.0,Cold,358
LEAD_0644,Email Campaign,South,Retail,Large,Sneha,14.0,23.0,166,Yes,Negative,0,0.0,2025-02-13,62.5,Cold,447
LEAD_0645,LinkedIn,South,Education,Large,Sneha,18.0,10.0,168,No,Negative,0,0.0,2025-07-27,51.0,Cold,283
LEAD_0646,Email Campaign,Central,Retail,Enterprise,Rahul,18.0,4.0,79,Yes,Negative,0,0.0,2024-08-10,42.0,Warm,634
LEAD_0647,Website,East,Technology,Medium,Rahul,9.0,14.0,43,Yes,No Response,0,0.0,2024-05-05,39.0,Warm,731
LEAD_0648,Cold Call,South,Finance,Medium,Priya,3.0,1.0,82,Yes,Negative,0,0.0,2026-04-04,7.5,Warm,32
LEAD_0649,Cold Call,South,Education,Small,Neha,10.0,11.0,38,No,Negative,0,0.0,2025-08-01,36.5,Warm,278
LEAD_0650,Cold Call,Central,Healthcare,Small,Amit,12.0,29.0,128,Yes,Negative,0,0.0,2025-07-18,67.5,Cold,292
LEAD_0651,Email Campaign,Central,Healthcare,Large,Sneha,9.0,30.0,147,Yes,No Response,1,27627.72,2025-10-02,63.0,Cold,216
LEAD_0652,Website,North,Retail,Small,Priya,17.0,3.0,79,Yes,Negative,1,138732.35,2024-06-09,38.5,Warm,696
LEAD_0653,Cold Call,West,Healthcare,Small,Rahul,1.0,19.0,165,Yes,No Response,0,0.0,2024-05-10,30.5,Cold,726
LEAD_0654,Website,South,Technology,Small,Vikram,14.0,21.0,172,Yes,No Response,0,0.0,2025-05-27,59.5,Cold,344
LEAD_0655,Referral,East,Education,Small,Neha,11.0,12.0,38,No,Negative,0,0.0,2025-10-08,40.0,Warm,210
LEAD_0656,LinkedIn,East,Healthcare,Large,Rahul,14.0,0.0,144,Yes,Positive,0,0.0,2024-06-23,28.0,Cold,682
LEAD_0657,Referral,West,Healthcare,Medium,Neha,13.0,23.0,107,Yes,No Response,1,69411.95,2024-06-28,60.5,Cold,677
LEAD_0658,Cold Call,South,Healthcare,Enterprise,Vikram,0.0,2.0,152,No,Positive,0,0.0,2025-08-22,3.0,Cold,257
LEAD_0659,Website,West,Finance,Enterprise,Neha,18.0,24.0,36,Yes,Positive,0,0.0,2024-11-01,72.0,Warm,551
LEAD_0660,Referral,North,Healthcare,Large,Sneha,17.0,23.0,119,Yes,Positive,1,46972.16,2024-05-23,68.5,Cold,713
LEAD_0661,Website,West,Technology,Large,Sneha,5.0,15.0,177,Yes,Positive,1,27333.48,2025-02-17,32.5,Cold,443
LEAD_0662,Website,West,Technology,Large,Vikram,15.0,18.0,112,No,No Response,0,0.0,2025-11-27,57.0,Cold,160
LEAD_0663,LinkedIn,East,Education,Small,Rahul,5.0,18.0,15,Yes,Negative,1,146267.52,2024-07-02,37.0,Hot,673
LEAD_0664,Cold Call,East,Finance,Small,Rahul,11.0,13.0,163,No,Positive,0,0.0,2024-12-25,41.5,Cold,497
LEAD_0665,Email Campaign,North,Education,Medium,Neha,5.0,24.0,25,Yes,No Response,0,0.0,2024-11-04,46.0,Hot,548
LEAD_0666,Website,East,Healthcare,Large,Amit,17.0,18.0,91,Yes,Positive,0,0.0,2025-12-16,61.0,Cold,141
LEAD_0667,Website,East,Retail,Enterprise,Rahul,5.0,3.0,56,Yes,No Response,0,0.0,2024-12-28,14.5,Warm,494
LEAD_0668,Cold Call,Central,Education,Small,Sneha,14.0,29.0,20,Yes,Positive,0,0.0,2025-06-20,71.5,Hot,320
LEAD_0669,Website,East,Finance,Enterprise,Vikram,16.0,24.0,88,Yes,No Response,1,74530.14,2025-06-04,68.0,Warm,336
LEAD_0670,LinkedIn,South,Finance,Medium,Neha,7.0,9.0,33,Yes,Positive,0,0.0,2024-11-23,27.5,Warm,529
LEAD_0671,LinkedIn,North,Technology,Enterprise,Sneha,1.0,6.0,28,Yes,No Response,1,66596.74,2025-03-17,11.0,Hot,415
LEAD_0672,LinkedIn,West,Technology,Large,Amit,2.0,9.0,171,Yes,Positive,0,0.0,2024-06-26,17.5,Cold,679
LEAD_0673,Cold Call,Central,Finance,Medium,Neha,11.0,0.0,24,Yes,No Response,1,138414.22,2025-11-23,22.0,Hot,164
LEAD_0674,Website,East,Finance,Medium,Vikram,18.0,2.0,26,Yes,No Response,1,142574.78,2025-08-24,39.0,Hot,255
LEAD_0675,Cold Call,East,Finance,Small,Neha,3.0,29.0,55,No,Negative,0,0.0,2024-05-15,49.5,Warm,721
LEAD_0676,LinkedIn,South,Healthcare,Enterprise,Sneha,6.0,16.0,59,No,Positive,1,31843.24,2025-10-07,36.0,Warm,211
LEAD_0677,Referral,North,Education,Medium,Sneha,11.0,22.0,74,Yes,Positive,1,50570.64,2025-07-16,55.0,Warm,294
LEAD_0678,LinkedIn,West,Healthcare,Enterprise,Vikram,9.0,21.0,114,Yes,No Response,0,0.0,2025-03-16,49.5,Cold,416
LEAD_0679,Referral,South,Technology,Enterprise,Neha,11.0,5.0,4,No,No Response,0,0.0,2025-04-13,29.5,Hot,388
LEAD_0680,Referral,Central,Technology,Small,Priya,12.0,12.0,178,Yes,No Response,0,0.0,2024-11-06,42.0,Cold,546
LEAD_0681,LinkedIn,East,Finance,Large,Priya,19.0,27.0,104,Yes,Positive,1,146788.73,2026-01-12,78.5,Cold,114
LEAD_0682,Website,Central,Education,Large,Neha,12.0,11.0,122,No,Negative,1,110154.07,2025-08-27,40.5,Cold,252
LEAD_0683,Cold Call,West,Technology,Small,Rahul,15.0,15.0,60,Yes,Positive,0,0.0,2025-11-17,52.5,Warm,170
LEAD_0684,LinkedIn,North,Retail,Small,Priya,12.0,19.0,174,No,Positive,0,0.0,2026-04-10,52.5,Cold,26
LEAD_0685,Email Campaign,North,Technology,Enterprise,Sneha,6.0,9.0,170,No,Negative,0,0.0,2025-06-11,25.5,Cold,329
LEAD_0686,Email Campaign,East,Education,Small,Amit,0.0,28.0,31,No,Negative,0,0.0,2025-12-15,42.0,Warm,142
LEAD_0687,Referral,West,Retail,Small,Amit,5.0,17.0,169,No,No Response,0,0.0,2024-11-19,35.5,Cold,533
LEAD_0688,Referral,South,Healthcare,Enterprise,Sneha,3.0,18.0,173,No,No Response,0,0.0,2025-02-13,33.0,Cold,447
LEAD_0689,Email Campaign,Central,Retail,Enterprise,Vikram,5.0,16.0,15,No,Negative,0,0.0,2025-01-29,34.0,Hot,462
LEAD_0690,Referral,Central,Healthcare,Large,Rahul,1.0,0.0,152,Yes,Positive,0,0.0,2026-04-15,2.0,Cold,21
LEAD_0691,Email Campaign,North,Healthcare,Enterprise,Amit,13.0,11.0,92,No,Negative,1,55587.13,2026-02-21,42.5,Cold,74
LEAD_0692,Cold Call,South,Finance,Large,Vikram,2.0,29.0,177,Yes,Negative,0,0.0,2024-08-23,47.5,Cold,621
LEAD_0693,Cold Call,North,Education,Large,Amit,14.0,21.0,109,No,Negative,0,0.0,2026-03-20,59.5,Cold,47
LEAD_0694,Referral,Central,Technology,Large,Sneha,18.0,12.0,83,Yes,Negative,0,0.0,2026-04-17,54.0,Warm,19
LEAD_0695,Cold Call,East,Retail,Large,Priya,19.0,9.0,94,No,Positive,0,0.0,2024-08-09,51.5,Cold,635
LEAD_0696,LinkedIn,Central,Finance,Large,Rahul,1.0,9.0,147,No,Positive,0,0.0,2025-08-29,15.5,Cold,250
LEAD_0697,LinkedIn,Central,Technology,Large,Rahul,2.0,18.0,136,No,Negative,0,0.0,2025-09-12,31.0,Cold,236
LEAD_0698,LinkedIn,East,Education,Large,Sneha,17.0,10.0,52,No,Negative,0,0.0,2025-10-08,49.0,Warm,210
LEAD_0699,Email Campaign,West,Education,Medium,Amit,20.0,22.0,133,Yes,No Response,0,0.0,2025-06-27,73.0,Cold,313
LEAD_0700,Referral,East,Education,Enterprise,Vikram,20.0,1.0,134,Yes,Negative,0,0.0,2024-06-04,41.5,Cold,701
LEAD_0701,Cold Call,South,Healthcare,Enterprise,Sneha,10.0,27.0,17,Yes,No Response,0,0.0,2025-06-25,60.5,Hot,315
LEAD_0702,Website,South,Healthcare,Medium,Sneha,7.0,3.0,39,Yes,Positive,0,0.0,2025-09-09,18.5,Warm,239
LEAD_0703,Website,West,Retail,Enterprise,Sneha,20.0,28.0,10,Yes,Positive,0,0.0,2025-10-18,82.0,Hot,200
LEAD_0704,LinkedIn,East,Healthcare,Medium,Neha,1.0,30.0,125,Yes,Positive,0,0.0,2025-02-11,47.0,Cold,449
LEAD_0705,Email Campaign,East,Technology,Enterprise,Rahul,2.0,12.0,36,Yes,Positive,1,17169.78,2025-03-30,22.0,Warm,402
LEAD_0706,Email Campaign,North,Education,Large,Sneha,2.0,7.0,154,Yes,Negative,0,0.0,2025-04-25,14.5,Cold,376
LEAD_0707,Email Campaign,West,Finance,Enterprise,Priya,4.0,3.0,45,Yes,Negative,0,0.0,2025-04-03,12.5,Warm,398
LEAD_0708,Website,Central,Technology,Enterprise,Vikram,11.0,22.0,29,No,No Response,0,0.0,2025-06-22,55.0,Hot,318
LEAD_0709,Cold Call,East,Finance,Large,Sneha,11.0,26.0,79,Yes,No Response,0,0.0,2024-07-31,61.0,Warm,644
LEAD_0710,LinkedIn,South,Healthcare,Enterprise,Rahul,20.0,30.0,180,No,No Response,1,92843.14,2026-04-29,85.0,Cold,7
LEAD_0711,Cold Call,West,Retail,Small,Sneha,8.0,9.0,24,Yes,Negative,0,0.0,2026-02-25,29.5,Hot,70
LEAD_0712,Cold Call,West,Healthcare,Enterprise,Amit,8.0,27.0,21,No,Negative,0,0.0,2024-06-22,56.5,Hot,683
LEAD_0713,Website,West,Technology,Medium,Neha,8.0,16.0,17,No,Negative,1,139342.1,2025-07-05,40.0,Hot,305
LEAD_0714,Email Campaign,East,Retail,Small,Amit,20.0,20.0,48,No,No Response,0,0.0,2025-03-27,70.0,Warm,405
LEAD_0715,Referral,South,Healthcare,Large,Vikram,2.0,3.0,41,Yes,No Response,0,0.0,2025-06-10,8.5,Warm,330
LEAD_0716,Cold Call,Central,Retail,Large,Sneha,15.0,27.0,35,No,Positive,1,116303.07,2024-11-22,70.5,Warm,530
LEAD_0717,Website,South,Technology,Enterprise,Rahul,5.0,12.0,97,Yes,Positive,1,124881.45,2024-05-14,28.0,Cold,722
LEAD_0718,Email Campaign,South,Technology,Enterprise,Priya,8.0,22.0,44,Yes,Negative,1,138851.29,2024-10-16,49.0,Warm,567
LEAD_0719,Email Campaign,East,Finance,Small,Rahul,5.0,30.0,146,Yes,Positive,0,0.0,2024-08-07,55.0,Cold,637
LEAD_0720,Referral,West,Technology,Medium,Neha,6.0,0.0,69,No,No Response,1,68098.02,2025-10-18,12.0,Warm,200
LEAD_0721,Cold Call,West,Finance,Medium,Rahul,6.0,13.0,47,No,Positive,0,0.0,2026-03-15,31.5,Warm,52
LEAD_0722,Website,South,Education,Enterprise,Priya,11.0,18.0,176,No,Positive,0,0.0,2024-08-03,49.0,Cold,641
LEAD_0723,Cold Call,East,Retail,Medium,Neha,12.0,22.0,109,No,Positive,0,0.0,2024-11-22,57.0,Cold,530
LEAD_0724,LinkedIn,North,Healthcare,Medium,Sneha,11.0,19.0,172,Yes,Positive,0,0.0,2024-05-13,50.5,Cold,723
LEAD_0725,Email Campaign,West,Healthcare,Enterprise,Neha,11.0,4.0,144,Yes,No Response,0,0.0,2024-05-30,28.0,Cold,706
LEAD_0726,Cold Call,Central,Retail,Large,Sneha,4.0,2.0,82,No,Positive,0,0.0,2026-02-08,11.0,Warm,87
LEAD_0727,Website,North,Finance,Enterprise,Rahul,11.0,29.0,111,No,Negative,0,0.0,2024-12-16,65.5,Cold,506
LEAD_0728,Website,Central,Healthcare,Enterprise,Priya,10.0,23.0,126,Yes,No Response,0,0.0,2024-07-04,54.5,Cold,671
LEAD_0729,Referral,North,Finance,Medium,Amit,7.0,5.0,10,No,Negative,1,100325.82,2026-01-11,21.5,Hot,115
LEAD_0730,Referral,West,Technology,Enterprise,Amit,14.0,11.0,144,No,No Response,0,0.0,2025-07-11,44.5,Cold,299
LEAD_0731,Cold Call,North,Healthcare,Small,Priya,9.0,5.0,44,No,No Response,0,0.0,2025-10-08,25.5,Warm,210
LEAD_0732,Email Campaign,North,Education,Medium,Sneha,2.0,7.0,128,Yes,Negative,1,89923.22,2025-06-07,14.5,Cold,333
LEAD_0733,LinkedIn,West,Healthcare,Small,Rahul,4.0,0.0,21,No,No Response,0,0.0,2024-06-26,8.0,Hot,679
LEAD_0734,Website,Central,Technology,Large,Amit,20.0,19.0,116,No,No Response,1,70838.05,2025-10-05,68.5,Cold,213
LEAD_0735,Email Campaign,South,Finance,Small,Neha,9.0,10.0,15,Yes,No Response,1,136497.36,2024-12-12,33.0,Hot,510
LEAD_0736,Referral,East,Finance,Medium,Sneha,2.0,0.0,54,Yes,Negative,1,60301.68,2024-10-07,4.0,Warm,576
LEAD_0737,Cold Call,North,Healthcare,Enterprise,Sneha,9.0,28.0,176,Yes,Negative,1,46315.7,2025-09-25,60.0,Cold,223
LEAD_0738,Email Campaign,South,Retail,Enterprise,Sneha,15.0,8.0,145,No,Positive,1,125647.67,2025-04-04,42.0,Cold,397
LEAD_0739,Email Campaign,South,Retail,Enterprise,Amit,1.0,16.0,88,No,No Response,1,122594.18,2025-06-28,26.0,Warm,312
LEAD_0740,Cold Call,West,Education,Small,Rahul,14.0,13.0,21,No,Negative,0,0.0,2025-03-08,47.5,Hot,424
LEAD_0741,Cold Call,East,Finance,Enterprise,Rahul,18.0,1.0,142,Yes,Positive,0,0.0,2026-03-06,37.5,Cold,61
LEAD_0742,Email Campaign,West,Retail,Small,Sneha,18.0,26.0,65,No,Negative,0,0.0,2026-01-29,75.0,Warm,97
LEAD_0743,Email Campaign,North,Technology,Enterprise,Priya,5.0,26.0,101,Yes,Positive,0,0.0,2024-07-29,49.0,Cold,646
LEAD_0744,Website,East,Education,Enterprise,Neha,14.0,19.0,68,No,Positive,0,0.0,2024-06-10,56.5,Warm,695
LEAD_0745,LinkedIn,Central,Healthcare,Small,Sneha,17.0,0.0,2,No,Positive,0,0.0,2025-06-23,34.0,Hot,317
LEAD_0746,Referral,West,Retail,Enterprise,Rahul,19.0,26.0,158,No,No Response,0,0.0,2024-12-14,77.0,Cold,508
LEAD_0747,Referral,East,Technology,Medium,Priya,0.0,6.0,29,Yes,No Response,1,105092.54,2024-11-28,9.0,Hot,524
LEAD_0748,Cold Call,West,Finance,Medium,Sneha,20.0,27.0,138,Yes,Positive,1,129556.74,2025-12-11,80.5,Cold,146
LEAD_0749,Referral,South,Retail,Enterprise,Amit,3.0,5.0,40,No,Negative,0,0.0,2024-05-28,13.5,Warm,708
LEAD_0750,Referral,Central,Finance,Medium,Rahul,0.0,26.0,101,Yes,Negative,0,0.0,2025-11-03,39.0,Cold,184
LEAD_0751,Referral,West,Retail,Large,Amit,15.0,12.0,125,No,Positive,0,0.0,2025-11-14,48.0,Cold,173
LEAD_0752,Referral,Central,Healthcare,Small,Rahul,20.0,13.0,122,Yes,Negative,1,81604.78,2025-09-10,59.5,Cold,238
LEAD_0753,Website,West,Retail,Small,Priya,9.0,23.0,50,No,Negative,0,0.0,2025-08-24,52.5,Warm,255
LEAD_0754,Email Campaign,South,Education,Large,Vikram,14.0,4.0,76,No,Negative,0,0.0,2024-09-27,34.0,Warm,586
LEAD_0755,Website,West,Finance,Medium,Rahul,2.0,21.0,124,Yes,Positive,1,102600.56,2025-03-13,35.5,Cold,419
LEAD_0756,Email Campaign,West,Technology,Enterprise,Sneha,9.0,7.0,54,Yes,Positive,0,0.0,2024-10-24,28.5,Warm,559
LEAD_0757,Website,East,Finance,Medium,Vikram,1.0,25.0,17,No,Negative,0,0.0,2024-12-09,39.5,Hot,513
LEAD_0758,Cold Call,North,Education,Medium,Sneha,8.0,10.0,91,Yes,No Response,0,0.0,2024-07-04,31.0,Cold,671
LEAD_0759,Cold Call,Central,Education,Small,Neha,1.0,29.0,113,No,Positive,0,0.0,2026-01-26,45.5,Cold,100
LEAD_0760,Email Campaign,North,Education,Small,Vikram,3.0,0.0,162,Yes,Positive,1,118339.6,2024-08-04,6.0,Cold,640
LEAD_0761,Website,West,Education,Enterprise,Neha,3.0,4.0,166,No,Negative,1,27769.72,2024-09-05,12.0,Cold,608
LEAD_0762,Cold Call,West,Retail,Small,Priya,15.0,10.0,74,Yes,Positive,1,22832.6,2025-09-09,45.0,Warm,239
LEAD_0763,Referral,East,Finance,Medium,Vikram,13.0,25.0,59,Yes,Negative,0,0.0,2024-12-29,63.5,Warm,493
LEAD_0764,Referral,West,Education,Large,Amit,14.0,4.0,3,Yes,Positive,0,0.0,2025-04-12,34.0,Hot,389
LEAD_0765,Referral,South,Retail,Small,Sneha,1.0,21.0,165,Yes,No Response,0,0.0,2025-03-31,33.5,Cold,401
LEAD_0766,Email Campaign,East,Retail,Enterprise,Neha,17.0,27.0,78,No,Negative,0,0.0,2025-03-02,74.5,Warm,430
LEAD_0767,Website,Central,Education,Medium,Neha,12.0,14.0,165,Yes,No Response,0,0.0,2025-09-03,45.0,Cold,245
LEAD_0768,Email Campaign,West,Healthcare,Enterprise,Priya,9.0,2.0,10,No,Negative,0,0.0,2025-01-21,21.0,Hot,470
LEAD_0769,Cold Call,Central,Education,Large,Priya,2.0,16.0,142,No,No Response,1,112307.57,2025-02-06,28.0,Cold,454
LEAD_0770,Cold Call,North,Technology,Large,Priya,9.0,23.0,109,Yes,No Response,0,0.0,2025-07-29,52.5,Cold,281
LEAD_0771,Website,East,Education,Large,Amit,1.0,24.0,167,Yes,Negative,0,0.0,2024-09-20,38.0,Cold,593
LEAD_0772,LinkedIn,West,Healthcare,Medium,Neha,18.0,18.0,161,Yes,Negative,0,0.0,2025-05-18,63.0,Cold,353
LEAD_0773,Email Campaign,South,Retail,Medium,Amit,10.0,16.0,150,Yes,Negative,0,0.0,2025-04-25,44.0,Cold,376
LEAD_0774,Cold Call,West,Retail,Small,Amit,1.0,13.0,34,No,Positive,0,0.0,2026-03-05,21.5,Warm,62
LEAD_0775,Website,Central,Retail,Enterprise,Rahul,18.0,15.0,163,No,Negative,0,0.0,2025-07-29,58.5,Cold,281
LEAD_0776,Referral,South,Finance,Medium,Sneha,14.0,4.0,132,Yes,No Response,1,142433.9,2025-01-13,34.0,Cold,478
LEAD_0777,Referral,North,Finance,Large,Amit,19.0,27.0,105,Yes,No Response,0,0.0,2024-11-14,78.5,Cold,538
LEAD_0778,Website,North,Education,Medium,Amit,11.0,9.0,96,No,Negative,0,0.0,2024-08-15,35.5,Cold,629
LEAD_0779,Cold Call,South,Education,Enterprise,Amit,9.0,28.0,73,Yes,Positive,0,0.0,2025-09-22,60.0,Warm,226
LEAD_0780,LinkedIn,Central,Healthcare,Small,Amit,13.0,15.0,147,No,No Response,1,75875.08,2024-11-18,48.5,Cold,534
LEAD_0781,Website,West,Retail,Medium,Priya,16.0,20.0,118,No,No Response,0,0.0,2024-12-23,62.0,Cold,499
LEAD_0782,Website,North,Education,Enterprise,Sneha,7.0,28.0,102,No,No Response,0,0.0,2024-08-03,56.0,Cold,641
LEAD_0783,Referral,East,Technology,Medium,Neha,0.0,18.0,162,No,No Response,0,0.0,2025-11-07,27.0,Cold,180
LEAD_0784,Email Campaign,North,Finance,Small,Vikram,16.0,6.0,122,Yes,Positive,0,0.0,2025-09-27,41.0,Cold,221
LEAD_0785,LinkedIn,East,Finance,Medium,Neha,18.0,14.0,22,No,Negative,1,82119.62,2026-01-06,57.0,Hot,120
LEAD_0786,Referral,North,Healthcare,Enterprise,Priya,13.0,0.0,136,No,Negative,0,0.0,2025-12-25,26.0,Cold,132
LEAD_0787,LinkedIn,North,Education,Medium,Rahul,0.0,5.0,66,Yes,Positive,0,0.0,2025-05-10,7.5,Warm,361
LEAD_0788,Referral,South,Technology,Large,Priya,0.0,22.0,15,No,Negative,0,0.0,2025-02-19,33.0,Hot,441
LEAD_0789,Cold Call,West,Healthcare,Large,Sneha,3.0,1.0,52,Yes,No Response,0,0.0,2026-04-18,7.5,Warm,18
LEAD_0790,Referral,Central,Education,Enterprise,Amit,8.0,1.0,82,No,No Response,0,0.0,2024-10-22,17.5,Warm,561
LEAD_0791,Referral,North,Retail,Medium,Amit,8.0,17.0,151,Yes,Positive,0,0.0,2024-08-14,41.5,Cold,630
LEAD_0792,Cold Call,East,Education,Enterprise,Sneha,2.0,27.0,163,Yes,Positive,1,99474.88,2026-01-19,44.5,Cold,107
LEAD_0793,Cold Call,South,Education,Enterprise,Vikram,14.0,0.0,1,No,No Response,0,0.0,2025-01-07,28.0,Hot,484
LEAD_0794,Cold Call,North,Technology,Enterprise,Rahul,19.0,8.0,175,No,Negative,0,0.0,2025-07-26,50.0,Cold,284
LEAD_0795,Email Campaign,East,Technology,Medium,Neha,17.0,18.0,18,No,Positive,1,35849.35,2025-11-21,61.0,Hot,166
LEAD_0796,LinkedIn,South,Education,Large,Sneha,6.0,19.0,130,No,No Response,0,0.0,2025-03-23,40.5,Cold,409
LEAD_0797,Referral,East,Finance,Large,Rahul,6.0,14.0,154,No,Positive,1,97099.63,2025-01-28,33.0,Cold,463
LEAD_0798,LinkedIn,Central,Retail,Small,Amit,5.0,13.0,143,No,Negative,1,24390.23,2024-11-10,29.5,Cold,542
LEAD_0799,LinkedIn,Central,Technology,Enterprise,Neha,3.0,11.0,97,No,Negative,0,0.0,2026-03-19,22.5,Cold,48
LEAD_0800,LinkedIn,North,Retail,Large,Priya,14.0,0.0,57,Yes,Negative,0,0.0,2026-04-04,28.0,Warm,32
LEAD_0801,Cold Call,North,Education,Large,Neha,7.0,7.0,127,No,Positive,1,107833.68,2025-04-25,24.5,Cold,376
LEAD_0802,Email Campaign,South,Technology,Medium,Neha,12.0,3.0,72,No,Positive,0,0.0,2024-12-08,28.5,Warm,514
LEAD_0803,Email Campaign,Central,Education,Medium,Amit,18.0,4.0,17,Yes,Negative,0,0.0,2026-02-24,42.0,Hot,71
LEAD_0804,Email Campaign,East,Finance,Small,Neha,17.0,19.0,65,No,Positive,1,129044.45,2025-07-13,62.5,Warm,297
